Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Andre Jackson Jr.,MIL,22,27,12,15,8.5,2.2,0.9,1.5,60,0.2,0.6,40,0.2,0.3,71.4,0.7,1,1.7,0.6,0.6,0.3,0,1.3,5.6,0,0,-2.3
Julian Phillips,CHI,20,20,10,10,7.7,2.1,0.8,1.7,45.5,0.3,0.9,29.4,0.4,0.6,58.3,0.3,0.5,0.8,0.1,0.3,0.1,0.3,1.1,4.1,0,0,0.4
Reggie Bullock Jr.,HOU,33,23,9,14,8.9,2.1,0.7,1.6,45.9,0.6,1.4,42.4,0,0,0,0.1,1.6,1.7,0.2,0.2,0.3,0.1,0.9,5.4,0,0,-0.3
Buddy Boeheim,DET,24,6,0,6,8.9,2,0.5,2.7,18.8,0.5,2.3,21.4,0.5,0.8,60,0.3,0.7,1,0,0,0,0.2,0.7,3.7,0,0,2.3
Cody Zeller,NOP,31,21,13,8,7.5,2,0.7,1.3,51.9,0,0,100,0.6,0.8,76.5,1.1,1.3,2.4,1.3,0.3,0.3,0.1,1,7.6,0,0,0.2
Hamidou Diallo,WAS,25,1,1,0,3.7,2,1,2,50,0,0,0,0,0,0,2,0,2,1,1,2,0,1,10.9,0,0,1
Jason Preston,UTA,24,4,1,3,10,2,1,3,33.3,0,0.8,0,0,0,0,1,1.8,2.8,2,0.3,0.5,0.3,0.5,10.3,0,0,1.3
Jordan Miller,LAC,24,1,1,0,4.2,2,1,2,50,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4.4,0,0,-11
Quenton Jackson,IND,25,1,1,0,1.9,2,0,0,0,0,0,0,2,2,100,0,2,2,0,0,0,0,0,4.4,0,0,0
Timmy Allen,MEM,24,1,0,1,16.3,2,1,2,50,0,0,0,0,0,0,0,4,4,1,0,0,0,6,8.3,0,0,-13
Ty Jerome,CLE,26,1,1,0,5.5,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-7
Zavier Simpson,MEM,27,2,0,2,16.7,2,1,3,33.3,0,0.5,0,0,0,0,1,3.5,4.5,4,1,1,0,3,15.4,0,0,2.5
Kessler Edwards,SAC,23,28,14,14,5.8,1.9,0.7,1.9,38.5,0.4,1.1,32.3,0.1,0.2,60,0.2,0.7,0.9,0.4,0,0.3,0.1,0.6,4.6,0,0,0.5
Josh Minott,MIN,21,18,11,7,2.7,1.9,0.7,1.3,52.2,0.2,0.4,50,0.3,0.4,85.7,0.2,0.4,0.7,0.3,0.1,0.1,0.1,0.1,3.7,0,0,1.3
Nathan Mensah,CHA,26,13,2,11,12,1.8,0.7,1.3,52.9,0,0,0,0.5,0.6,75,1.1,1.4,2.5,0.2,0.4,0.3,0.5,2.5,7.3,0,0,-3.5
Leonard Miller,MIN,20,10,7,3,2.8,1.8,0.8,1,80,0.1,0.1,100,0.1,0.2,50,0.3,0.7,1,0.6,0,0,0,0.2,3.9,0,0,2.1
Alex Len,SAC,30,25,11,14,8.4,1.7,0.8,1.4,54.3,0,0.1,0,0.2,0.3,57.1,1,1.8,2.8,0.9,0.5,0.2,0.5,1.1,7.9,0,0,2.1
Jalen Pickett,DEN,24,9,4,5,6.9,1.7,0.6,1.9,29.4,0.2,1.3,16.7,0.3,0.4,75,0.1,0.8,0.9,0.9,0.3,0.2,0,0.6,4.4,0,0,1.1
Keyontae Johnson,OKC,23,3,2,1,6.6,1.7,0.7,1.7,40,0.3,0.3,100,0,0,0,0.3,0.3,0.7,0.3,0.3,0,0,0.3,2.6,0,0,-0.7
Trent Forrest,ATL,25,23,9,14,10,1.7,0.6,1.9,31.8,0,0.2,20,0.4,0.4,90,0.3,0.9,1.1,2.4,0.5,0.3,0,0.6,7.1,0,0,-3.1
P.J. Tucker,LAC,38,14,7,7,16.5,1.6,0.5,1.4,36.8,0.4,1.1,40,0.2,0.2,100,1,2.4,3.4,0.4,0.3,0.4,0.3,2.2,8.2,0,0,-1.8
Chris Livingston,MIL,20,8,2,6,4.5,1.6,0.8,1,75,0.1,0.1,100,0,0,0,0.1,0.9,1,0.4,0.1,0,0,0.6,3.3,0,0,0.8
Robin Lopez,MIL,36,8,4,4,5.1,1.6,0.8,1.8,42.9,0.1,0.5,25,0,0,0,0.4,0.1,0.5,0.1,0.1,0.1,0.3,0.6,3.4,0,0,-2.9
Jerome Robinson,GSW,27,11,9,2,3.9,1.5,0.6,1.9,33.3,0.1,0.9,10,0.2,0.4,50,0.1,0.4,0.5,0.1,0.1,0,0.1,0.3,2.4,0,0,0.8
Dylan Windler,ATL,27,8,3,5,3.8,1.5,0.5,1.3,40,0.5,1.1,44.4,0,0,0,0,0.6,0.6,0.6,0,0,0,0.4,3.2,0,0,-0.1
Filip Petrusev,SAC,24,2,1,1,3.3,1.5,0.5,1,50,0,0,0,0.5,1,50,0,0,0,0,0,0,0,0.5,1.5,0,0,1.5
Jalen Slawson,SAC,24,4,3,1,6.1,1.5,0.8,1.3,60,0,0.5,0,0,0,0,0.3,1.3,1.5,0.5,0.3,0.3,0.3,0.8,5.3,0,0,-1.3
Kendall Brown,IND,20,10,6,4,3.9,1.5,0.5,0.9,55.6,0,0.1,0,0.5,0.8,62.5,0.3,0.1,0.4,0.3,0,0,0,0.5,2.4,0,0,-0.9
Joe Harris,DET,32,11,3,8,10.4,1.5,0.5,2.1,26.1,0.3,1.4,20,0.1,0.2,50,0.2,0.5,0.6,0.6,0.3,0.3,0.2,1.3,4.3,0,0,-3.5
Mamadi Diakite,NYK,27,3,2,1,3.7,1.3,0.3,0.7,50,0,0,0,0.7,1.3,50,0.3,1,1.3,0.3,0,0.3,0.3,0.7,5.4,0,0,1
Colin Castleton,LAL,23,11,6,5,4.4,1.3,0.5,1.1,50,0,0,0,0.2,0.2,100,0.3,0.5,0.7,0.3,0.2,0.1,0,0.8,2.6,0,0,-4.4
Jay Huff,DEN,26,8,5,3,2.7,1.3,0.4,0.8,50,0.3,0.6,40,0.3,0.3,100,0.3,0.4,0.6,0.1,0.1,0.1,0.1,0.4,2.8,0,0,-0.1
Seth Lundy,ATL,24,4,1,3,3.1,1.3,0.5,1.3,40,0.3,0.8,33.3,0,0,0,0,0.5,0.5,0,0.3,0,0,0.3,1.6,0,0,-2.8
JD Davison,BOS,21,5,5,0,1.7,1.2,0.4,0.6,66.7,0.4,0.6,66.7,0,0,0,0,0.4,0.4,0.2,0,0,0,0.2,2,0,0,1.8
R.J. Hampton,MIA,23,6,2,4,8.2,1.2,0.5,1.5,33.3,0,0.7,0,0.2,0.3,50,0.3,0.3,0.7,0.7,0.3,0,0,1.2,2.6,0,0,4
Braxton Key,DEN,27,7,4,3,3.6,1.1,0.4,1,42.9,0,0.1,0,0.3,0.4,66.7,0.3,0.9,1.1,0.6,0,0.1,0.1,0.4,4.2,0,0,0.9
Jett Howard,ORL,20,7,1,6,4.1,1.1,0.4,2.1,20,0.3,1.9,15.4,0,0,0,0,0.3,0.3,0.4,0.4,0.1,0.1,0,2.6,0,0,-0.7
Terry Taylor,CHI,24,10,2,8,7.7,1.1,0.5,1.5,33.3,0.1,0.5,20,0,0,0,0.6,1,1.6,0.3,0.4,0.3,0.1,0.3,4.3,0,0,-0.2
Ibou Badji,POR,21,14,2,12,10.8,1.1,0.5,1,50,0,0,0,0.1,0.3,25,0.9,1.6,2.4,0.5,0.7,0.2,0.7,2.3,6.8,0,0,-5.8
DaQuan Jeffries,NYK,26,9,6,3,3.5,1,0.4,1.3,33.3,0.1,0.7,16.7,0,0.2,0,0,0.4,0.4,0.4,0.1,0,0,0.2,2.1,0,0,0.9
Jordan Walsh,BOS,20,2,2,0,3,1,0.5,1,50,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,2.4,0,0,4
Juan Toscano-Anderson,SAC,31,5,3,2,7.8,1,0.4,1.8,22.2,0.2,0.6,33.3,0,0,0,0.6,1.6,2.2,0.4,0.2,0.2,0.2,1.4,5.2,0,0,2.6
Mason Jones,SAC,25,1,0,1,13,1,0,3,0,0,2,0,1,2,50,1,3,4,4,0,0,0,0,11.8,0,0,10
Thanasis Antetokounmpo,MIL,31,14,6,8,5,1,0.5,1,50,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.3,0.3,0.1,0.6,3.1,0,0,-0.6
Admiral Schofield,ORL,27,9,3,6,4.2,0.9,0.3,1.1,30,0.2,0.8,28.6,0,0.2,0,0.2,0.6,0.8,0.6,0.3,0,0,0.4,2.3,0,0,-0.2
Kobe Brown,LAC,24,16,9,7,6.4,0.8,0.3,1.4,22.7,0.1,0.8,16.7,0.1,0.1,50,0.4,0.5,0.9,0.3,0.3,0,0.1,0.9,2.3,0,0,-4.6
E.J. Liddell,NOP,23,5,2,3,3.2,0.8,0.2,0.8,25,0,0.6,0,0.4,0.4,100,0,0.6,0.6,0.2,0.4,0,0.4,0.4,2.6,0,0,1.6
James Johnson,IND,37,5,1,4,4,0.8,0.2,0.8,25,0,0.2,0,0.4,0.4,100,0,0.4,0.4,0.4,0.4,0.2,0.2,0.8,2.7,0,0,-1.2
Charlie Brown Jr.,NYK,27,4,1,3,2.5,0.8,0.3,0.8,33.3,0.3,0.5,50,0,0,0,0,0,0,0,0.5,0,0.3,0.3,1,0,0,1.8
Isaiah Mobley,CLE,24,3,1,2,2.2,0.7,0.3,0.7,50,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,-2.3
Jermaine Samuels Jr.,HOU,25,6,2,4,5.1,0.7,0.3,0.7,50,0,0.2,0,0,0,0,0.2,1.2,1.3,0.5,0,0,0.2,0.3,3.5,0,0,0.8
Xavier Moon,LAC,29,4,4,0,3.6,0.5,0.3,1.5,16.7,0,0.5,0,0,0,0,0.3,0.3,0.5,0,0.3,0.3,0,0.3,1.6,0,0,-6.5
Hunter Tyson,DEN,23,6,3,3,3.5,0.3,0.2,1.2,14.3,0,1,0,0,0,0,0,0.5,0.5,0.2,0.3,0,0,0.7,0.9,0,0,0.3
Maxwell Lewis,LAL,21,19,8,11,3.1,0.3,0.2,0.7,23.1,0,0.2,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.8,0,0,-3.3
Wendell Moore Jr.,MIN,22,15,9,6,2.3,0.3,0.1,0.5,28.6,0,0.3,0,0,0,0,0,0.3,0.3,0.2,0.1,0.2,0.1,0.1,1.6,0,0,0.4
Alondes Williams,MIA,24,3,3,0,3.3,0,0,1,0,0,0.7,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0,0.1,0,0,-1.7
Andrew Funk,CHI,24,3,2,1,3.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,0,2,0,0,-1.3
Danny Green,PHI,36,2,1,1,9.2,0,0,1,0,0,0.5,0,0,0,0,0,1,1,0.5,0,0.5,0,0.5,3.5,0,0,0
Dmytro Skapintsev,NYK,25,1,0,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Frank Ntilikina,CHA,25,2,0,2,6.2,0,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.9,0,0,3.5
Jack White,MEM,26,1,0,1,14.6,0,0,3,0,0,1,0,0,0,0,2,2,4,1,1,1,0,0,8.3,0,0,-5
Jalen Crutcher,NOP,24,1,1,0,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lindell Wigginton,MIL,26,1,1,0,2.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-7
Pat Spencer,GSW,27,1,1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2
Pete Nance,CLE,24,4,1,3,1.8,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.3,0,0,0,-0.3,0,0,-0.3
Ryan Arcidiacono,NYK,30,10,6,4,2.2,0,0,0.3,0,0,0.3,0,0,0,0,0,0.7,0.7,0.3,0,0.1,0,0.1,1.6,0,0,1.3
Shaquille Harrison,MEM,30,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-4
Usman Garuba,GSW,22,1,1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,-2
