Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Moses Moody,GSW,21,33,21,12,18.3,8.2,3,6.2,47.6,1.2,3,39.4,1.1,1.5,74,0.9,2.2,3.1,1.2,0.8,0.7,0.4,1.5,16.1,0,0,2.8
Dorian Finney-Smith,BKN,30,36,11,25,27.3,8.2,3.1,7.5,41.3,1.5,4.7,32.4,0.5,0.7,79.2,1.6,3.2,4.7,1.3,0.8,0.9,0.5,2.4,19.3,0,0,-5.3
Tari Eason,HOU,22,10,3,7,21.8,8.2,3.3,7.2,45.8,0.2,1.3,15.4,1.4,2,70,1.6,4.6,6.2,0.8,0.8,1.2,1,2.5,22.6,0,0,0.4
Christian Braun,DEN,23,41,24,17,20.4,8,3,6.5,46.4,0.9,2.2,41.6,1.1,1.4,77.6,1,2.9,4,1.8,0.7,0.6,0.5,1.6,18,1,0,-2
Ausar Thompson,DET,21,32,5,27,25.7,8,3.2,7.5,42.7,0.3,1.7,16.4,1.3,2.2,60,2,4.8,6.8,2.3,1.6,0.9,0.9,2.9,23.5,1,0,-3.8
Evan Fournier,DET,31,18,4,14,18.9,8,2.9,7.8,36.9,1.3,4.7,27.4,0.9,1.2,77.3,0.2,1.6,1.8,1.3,0.7,0.9,0.3,1.4,15,0,0,-4.6
Isaiah Hartenstein,NYK,25,38,22,16,25,8,3.2,4.9,65.4,0,0.1,33.3,1.5,2.2,68.3,2.8,5.1,7.9,2.4,1.3,1.2,1.2,2.6,26.8,5,0,4.7
Nikola Jovic,MIA,20,26,13,13,18.8,8,2.8,5.8,49.3,1.5,3.4,43.8,0.8,1.1,71.4,0.4,4.2,4.6,1.5,0.8,0.3,0.3,1.8,16.8,0,0,3.3
James Wiseman,DET,23,32,5,27,19.6,7.9,3.3,5.6,59,0,0.1,0,1.4,1.9,71,2,3.7,5.6,0.9,1.2,0.3,0.6,2.4,17.6,4,0,-5.4
Trendon Watford,BKN,23,33,8,25,14.4,7.9,3,5.3,55.7,0.6,1.2,50,1.4,1.7,78.9,1,2.3,3.3,1.2,1.1,0.4,0.3,1.8,14.6,1,0,-0.1
Derrick Rose,MEM,35,9,3,6,16.6,7.9,2.9,6.2,46.4,0.8,1.7,46.7,1.3,1.4,92.3,0.2,1.7,1.9,3,1.8,0.6,0.2,1,15.2,0,0,0.7
Ziaire Williams,MEM,22,26,13,13,19.9,7.9,2.7,7.4,36.5,1,3.9,26.5,1.5,1.7,88.4,0.6,2.8,3.4,1.6,1.3,0.6,0.3,1.9,15.6,1,0,-5.2
Miles McBride,NYK,23,34,20,14,18.5,7.9,2.9,5.9,48.5,1.6,3.6,44.7,0.5,0.6,85.7,0.4,0.9,1.3,1.6,0.4,0.6,0.1,1.6,13.7,0,0,0.8
Josh Hart,NYK,29,41,23,18,32.4,7.8,3,7.4,40.8,0.9,2.9,29.2,0.9,1,90.2,1.5,6.3,7.8,3.8,1.2,1,0.3,2.2,25.3,10,2,5.1
Cameron Payne,PHI,29,39,18,21,17,7.8,2.8,6.4,43.2,1.5,3.6,41.7,0.8,0.9,81.1,0.2,1.2,1.4,2.6,0.9,0.5,0.2,1.7,14.7,0,0,-0.6
Jordan Nwora,TOR,25,24,4,20,15.1,7.8,2.9,6.2,46.6,1,2.8,35.3,1,1.2,86.2,0.5,2.7,3.3,1.6,0.9,0.5,0.3,0.9,15.3,2,0,-3.7
Isaiah Jackson,IND,22,30,17,13,15,7.8,3.3,4.8,69.2,0,0,0,1.2,1.7,67.3,2,3.3,5.3,1.1,0.9,0.8,1.2,2.6,20.9,4,0,1
Trayce Jackson-Davis,GSW,24,34,21,13,16.3,7.7,3.1,4.7,65.2,0,0,0,1.5,2.3,65.4,2.1,2.6,4.7,1.3,0.6,0.5,1.1,1.6,19.5,1,0,0.3
Payton Pritchard,BOS,26,41,27,14,21.9,7.7,2.8,7,40.1,1.4,4.5,32.2,0.6,0.8,74.2,0.8,2.4,3.2,3.3,0.6,0.4,0,1.1,17.2,1,0,3.6
Derrick Jones Jr.,DAL,27,39,25,14,21.4,7.6,2.7,6,45.5,0.9,3.1,29.4,1.3,1.7,72.1,0.9,2.1,2.9,1,0.7,0.7,0.6,1.4,16,0,0,-0.1
Naji Marshall,NOP,26,32,22,10,19.5,7.6,2.8,5.9,47.9,0.9,2.3,41.7,1.1,1.4,73.9,0.9,3.4,4.3,2.1,0.9,0.8,0.1,1.4,17.9,0,0,5
Jordan Hawkins,NOP,21,34,20,14,17.2,7.5,2.6,6.6,38.9,1.5,4.1,35.5,0.9,1.1,83.3,0.4,1.9,2.4,1,0.7,0.4,0.1,1.1,12.5,0,0,1.6
Jose Alvarado,NOP,26,31,23,8,20.3,7.5,2.5,6.1,41.8,1.6,3.7,42.6,0.8,1.2,72.2,0.5,2.2,2.7,2.3,0.6,1,0.2,1.8,17.4,0,0,5.6
Toumani Camara,POR,23,33,8,25,25.2,7.5,2.7,6.2,43.7,0.8,2.5,32.5,1.2,1.6,72.2,1.7,3,4.8,0.9,1.3,1.1,0.8,2.8,18.6,0,0,-3.4
Chris Boucher,TOR,31,25,6,19,14.8,7.4,2.6,4.4,57.7,0.8,2,37.3,1.6,1.9,83,1.2,3,4.2,0.5,0.8,0.2,0.4,1.7,14.4,0,0,0.4
Paul Reed,PHI,24,41,22,19,20.5,7.4,3.1,5.8,54.4,0.3,0.8,42.4,0.8,1.2,68.8,2,3.6,5.6,1.5,1,1,1,2.6,21.6,3,0,1
Sam Merrill,CLE,27,31,17,14,16.8,7.4,2.4,6.1,39.2,2.2,5.5,39,0.5,0.5,93.8,0.2,1.6,1.9,1.7,0.4,0.2,0.1,1,12.7,0,0,-0.8
Dario Saric,GSW,30,29,16,13,16.9,7.4,2.5,5.6,45.3,1.1,3.1,34.8,1.3,1.7,79.2,1.1,3.2,4.4,2.2,1.1,0.4,0.1,1.7,16.4,1,0,0.2
Andre Drummond,CHI,30,38,17,21,16.3,7.4,3,5.7,51.8,0,0.1,0,1.4,2.6,55,3.1,5,8.1,0.3,0.8,0.8,0.4,1.7,20.3,6,0,-2.1
Dante Exum,DAL,28,31,21,10,19.4,7.4,2.9,5.6,51.7,0.9,1.9,46.7,0.6,0.8,80,0.5,1.8,2.3,2.8,0.9,0.3,0.1,1.7,14.5,0,0,4.7
Robert Williams III,POR,26,3,1,2,22.6,7.3,3,4.7,64.3,0,0,0,1.3,1.7,80,1.3,6,7.3,1,1.3,1.7,2,3.3,27.3,0,0,-6.3
Killian Hayes,DET,22,19,3,16,23.7,7.3,3.1,7.5,40.6,0.5,2.2,24.4,0.7,1.3,54.2,0.3,2.6,2.9,4.4,1,0.7,0.4,1.7,19.9,0,0,-7.8
Malachi Flynn,DET,25,33,11,22,14.2,7.3,2.7,5.9,45.6,1,2.9,35.8,0.8,1.1,75.7,0.3,1.7,2,2.1,1,0.8,0.1,1.1,14.4,0,0,-3.9
Jaden Hardy,DAL,21,36,21,15,13.3,7.1,2.7,6.8,39.8,1.1,3.1,35.1,0.6,0.8,81.5,0.2,1.2,1.4,1.3,1,0.3,0,1,10.8,0,0,-3.2
Gary Harris,ORL,29,29,14,15,24.4,7.1,2.4,5.6,43.6,1.5,3.8,40,0.7,1,75,0.3,1.2,1.5,1.7,0.6,0.8,0.2,1.8,14,0,0,-2.9
Julian Champagnie,SAS,22,39,9,30,18.3,7.1,2.4,5.6,42.3,1.3,3.7,35.9,1,1.2,85.1,0.7,2.3,3,1.3,0.7,0.7,0.6,0.9,15.7,0,0,-2.5
Cody Martin,CHA,28,16,3,13,26.9,7.1,2.6,7.6,34.4,0.9,3.6,26.3,0.9,1.4,65.2,0.9,2.8,3.7,3.6,1.3,1.5,0.6,1.6,22,1,0,-9.8
Jeff Green,HOU,37,40,13,27,17,7.1,2.3,5,46.3,0.8,2.2,34.9,1.7,2.1,81.9,0.7,1.7,2.4,1.1,0.6,0.2,0.4,1.2,12.6,0,0,-3.5
Johnny Juzang,UTA,23,11,1,10,17.2,7.1,2.4,5.1,46.4,1.7,3.9,44.2,0.6,1,63.6,0.2,1,1.2,1.1,0.4,0.4,0.1,1.5,11.1,0,0,-0.5
Marcus Morris Sr.,CLE,34,27,13,14,16.9,7,2.7,6.2,43.1,0.8,2.6,31,0.9,1,85.7,0.5,2.4,3,0.7,0.8,0.2,0.3,1.7,12.4,0,0,-4.4
Trey Lyles,SAC,28,29,16,13,21.1,7,2.4,5.5,44.4,1.4,3.8,36.4,0.8,1.1,68.8,0.9,3.7,4.7,1.1,0.8,0.5,0.3,1.6,15.8,1,0,3.8
Cason Wallace,OKC,20,41,24,17,20.3,7,2.7,5.6,48.2,1.3,2.9,43.3,0.4,0.5,84.2,0.7,1.4,2.1,1.3,0.5,1.1,0.4,1.5,15.6,0,0,-0.5
Christian Wood,LAL,28,26,10,16,17.6,7,2.5,5.5,45.1,0.8,2.6,29.4,1.2,2,62.7,0.7,4.3,4.9,0.8,0.8,0.3,0.5,1.2,15.5,1,0,-3.4
Davis Bertans,CHA,31,19,7,12,16,6.9,2.2,5.9,37.2,1.8,5,36.8,0.6,0.7,92.3,0.3,1.1,1.3,0.8,0.6,0.6,0.4,1.2,12.1,0,0,-3.1
Quentin Grimes,DET,23,25,13,12,20.6,6.9,2.4,6.5,37,1.8,5,35.2,0.3,0.5,66.7,0.2,1.5,1.8,1.3,0.5,0.6,0.2,1.8,13,0,0,0
Ricky Council IV,PHI,22,16,8,8,10.5,6.9,2.2,3.9,55.6,0.4,0.8,53.8,2.1,2.6,78.6,0.8,0.9,1.6,0.6,0.1,0.4,0.1,0.4,11.2,1,0,3.5
Aaron Wiggins,OKC,25,38,23,15,16.1,6.9,2.7,4.9,55.4,0.7,1.3,49,0.8,0.9,83.3,0.7,1.5,2.2,1.1,0.7,0.9,0.3,1.2,14,0,0,-0.6
Adama Sanogo,CHI,22,5,2,3,11.5,6.8,2.6,5.2,50,0,0,0,1.6,2.4,66.7,3.6,3,6.6,0,0.8,0.2,0,1,14.5,1,0,4.6
Nick Smith Jr.,CHA,20,26,4,22,15.1,6.8,2.5,6.1,40.3,1.5,3.3,44.7,0.4,0.4,90.9,0.3,1.2,1.6,1.3,0.8,0.1,0.2,1,10.9,0,0,-2.6
David Roddy,PHX,23,36,17,19,18.4,6.7,2.6,6.5,39.9,0.7,2.4,29.4,0.8,1.2,67.4,0.9,2.4,3.2,1.3,0.9,0.4,0.2,1,13.6,0,0,-2.3
Vasilije Micic,CHA,30,30,15,15,19.2,6.6,2.5,5.6,45.2,0.7,2.2,32.3,0.9,1,89.7,0.2,1.1,1.3,3.6,1.6,0.5,0.1,0.9,13.8,0,0,-2.9
Precious Achiuwa,NYK,24,30,14,16,19.5,6.5,2.6,5.2,51,0.4,1.1,35.3,0.8,1.5,56.8,2.3,3.6,5.9,1.3,1.1,0.6,0.6,2.1,17.9,4,0,-0.9
RaiQuan Gray,SAS,24,2,1,1,8.2,6.5,2.5,4,62.5,1.5,2.5,60,0,0,0,0,1,1,1,0.5,0.5,0,0,10.2,0,0,-0.5
Ochai Agbaji,TOR,23,40,12,28,22.2,6.5,2.6,5.6,45.9,0.9,2.7,34.6,0.5,0.7,69.2,1,1.9,2.9,1.2,0.9,0.6,0.6,1.4,14.2,0,0,-5
Gary Payton II,GSW,31,24,18,6,16.8,6.5,2.8,4.7,58.9,0.6,1.4,44.1,0.3,0.5,72.7,1.3,1.5,2.8,1.3,0.7,1.1,0.6,1.8,16.1,0,0,1.7
Patrick Beverley,MIL,35,38,18,20,19.7,6.4,2.2,5,43.4,0.6,2.2,28.9,1.5,1.7,84.8,0.7,2.4,3,2.9,0.9,0.5,0.4,1.9,16.3,1,0,-6.1
Darius Bazley,UTA,23,5,1,4,19.5,6.4,2.4,3.8,63.2,0.4,1,40,1.2,1.6,75,1,2.2,3.2,0.8,1.2,1,1,0.6,16.2,0,0,-5.4
Amir Coffey,LAC,26,36,25,11,20.3,6.4,2.3,4.7,47.9,0.9,2.4,37.6,1,1.1,87.8,0.4,1.6,1.9,1.1,0.7,0.8,0.2,1.4,12.5,0,0,-1.8
Dennis Smith Jr.,BKN,26,27,7,20,17.5,6.4,2.4,5.5,43.6,0.6,1.8,35.4,0.9,1.1,80.6,0.7,1.7,2.4,3.1,1.3,1.1,0,2.1,16,0,0,-2.1
Daniel Theis,LAC,32,26,18,8,18,6.3,2.7,4.9,54.3,0.5,1,48.1,0.5,0.7,63.2,1.6,3,4.6,1.3,0.6,0.3,0.6,2.3,16,0,0,1.2
Lamar Stevens,MEM,26,18,10,8,14.4,6.2,2.4,5.7,42.2,0.3,1.2,28.6,1.1,1.4,80,1.1,1.9,3,0.8,0.6,0.4,0.5,1.2,13.2,0,0,-0.1
Day'Ron Sharpe,BKN,22,32,10,22,14,6.2,2.6,4.6,56.8,0,0.2,14.3,1,1.8,55.2,2.5,3.8,6.3,1.2,1.3,0.4,0.6,2,17.4,2,0,0.5
Mo Bamba,PHI,25,27,12,15,15.6,6.2,2.4,4.4,53.8,0.6,1.6,39.5,0.8,1.1,71,1.6,3,4.7,0.8,0.6,0.4,1.1,2.1,17.1,0,0,-1.4
Kyle Anderson,MIN,30,40,26,14,23,6.1,2.4,5.7,42.3,0.1,0.6,8.7,1.3,1.8,70.8,0.9,2.8,3.7,4.2,1.3,1,0.5,1.7,19.9,0,0,2.9
Landry Shamet,WAS,27,24,5,19,15.4,6.1,2.2,5.1,43.4,1.2,3,39.7,0.5,0.8,63.2,0.4,1,1.4,1,0.8,0.5,0.2,1.7,10.7,0,0,-3.6
Aaron Holiday,HOU,27,40,14,26,15.4,6.1,2.3,5.1,44.4,0.9,2.6,34.3,0.7,0.7,89.7,0.3,1.1,1.4,1.8,0.7,0.6,0.1,1.7,11.8,0,0,0.5
Bryce McGowens,CHA,21,31,7,24,16.2,6.1,2.1,4.3,48.9,0.6,1.8,35.7,1.2,1.6,77.6,0.3,1.5,1.9,1.1,0.6,0.5,0.3,1.5,11.6,0,0,-4.8
Haywood Highsmith,MIA,27,32,21,11,21.4,6,2.2,5.4,41,1.1,3.3,32.4,0.5,0.8,65.4,1,2.3,3.3,1.2,0.6,0.9,0.7,1.9,16.1,0,0,-0.2
Cedi Osman,SAS,29,37,7,30,16.3,6,2.3,4.9,46.4,0.9,2.6,34.7,0.5,0.8,71.4,0.4,2.5,2.9,1.8,0.6,0.4,0.1,1.2,12.9,0,0,-5.3
Wenyen Gabriel,MEM,27,1,0,1,21.2,6,3,5,60,0,2,0,0,3,0,0,5,5,0,2,1,0,1,13,0,0,-5
Danilo Gallinari,MIL,35,28,9,19,12.9,5.9,1.9,4.1,46.5,0.7,1.9,37.7,1.4,1.8,80,0.4,1.8,2.2,0.8,0.5,0.3,0.1,1.1,10.6,0,0,-2.5
Jordan Goodwin,MEM,25,25,15,10,16.3,5.9,2.4,6.2,39.6,0.7,2.2,30.9,0.4,0.6,64.3,1.5,2.9,4.4,2.4,0.9,0.8,0.2,1.1,17,2,0,2.8
Javon Freeman-Liberty,TOR,24,10,1,9,18.5,5.9,2,4.8,41.7,0.5,2.1,23.8,1.4,1.4,100,0.5,2,2.5,2.6,1.7,0.4,0.4,1.2,13.5,0,0,-4.6
Jonathan Isaac,ORL,26,30,15,15,15.7,5.9,2.2,4.4,49.6,0.6,1.6,36.2,1,1.4,71.4,1.1,3.3,4.5,0.5,0.4,0.8,1.1,0.8,17.5,0,0,1.9
Larry Nance Jr.,NOP,31,32,20,12,20.6,5.9,2.3,3.8,59.8,0.4,1,41.9,0.9,1.3,70.7,1.5,3.6,5.1,2,0.7,1.2,0.4,1.4,18.9,1,0,2.7
Pat Connaughton,MIL,31,39,18,21,21.1,5.9,2,4.3,46.7,1.2,3.2,38.4,0.6,0.9,69.4,0.7,2.6,3.3,1.5,0.6,0.3,0.2,1.1,13.2,0,0,-2.9
Jontay Porter,TOR,24,13,3,10,15.6,5.8,2,4.7,42.6,1,2.8,36.1,0.8,1.1,78.6,1.2,2.4,3.6,2.5,0.8,1,0.8,1.4,18.5,0,0,-2.7
Jared Butler,WAS,23,19,2,17,12.6,5.8,2.3,4.8,47.8,0.4,1.4,25.9,0.8,1,84.2,0.2,1.3,1.5,2.8,1.1,0.6,0.3,1.2,13.6,0,0,-1.5
Dyson Daniels,NOP,21,31,19,12,23.3,5.8,2.4,5.2,45.6,0.6,2.1,27.3,0.5,0.8,65.4,1.1,3.1,4.2,2.6,1.1,1.5,0.5,1.5,19.7,1,0,0.6
Torrey Craig,CHI,33,27,10,17,19.6,5.8,2,4.6,43.5,1.1,2.7,41.1,0.7,0.9,76,1.4,3,4.4,1,0.7,0.5,0.4,2,14.8,1,0,-4.6
Luke Kornet,BOS,28,33,21,12,16,5.8,2.4,3.2,73.8,0,0,100,1,1.1,86.5,1.7,2.2,3.9,1.2,0.4,0.4,0.9,1.2,15.7,0,0,1.9
Collin Gillespie,DEN,24,9,3,6,11.3,5.8,2.1,4,52.8,1,1.9,52.9,0.6,1,55.6,0,1,1,1.3,0.8,0.7,0,0.9,10.2,0,0,4.9
Peyton Watson,DEN,21,40,24,16,17.9,5.8,2.3,5.3,43.2,0.4,1.7,25,0.8,1.2,62.5,0.6,2.3,2.9,0.9,0.8,0.4,1,1.7,14,0,0,-2.9
Kenneth Lofton Jr.,UTA,21,11,5,6,11,5.7,2.2,4.5,48,0.4,1.4,26.7,1,1.6,61.1,0.6,1.4,2,2.2,0.6,0.3,0.3,1.5,12.4,0,0,-0.8
Royce O'Neale,PHX,30,39,17,22,23.4,5.7,2.1,6,35.5,1.3,4.4,28.3,0.2,0.4,57.1,0.7,3.2,4,2.6,1,0.6,0.3,2,15.8,1,0,-2.8
Jarred Vanderbilt,LAL,25,13,4,9,20.5,5.7,2.2,4.5,48.3,0.2,1,23.1,1.2,1.4,83.3,1.3,3.2,4.5,1.2,1,1.5,0.2,1.8,16.9,0,0,0.8
Jahmi'us Ramsey,TOR,22,3,0,3,18.7,5.7,2,6,33.3,1,4,25,0.7,0.7,100,0.7,3.3,4,1,1,1,0,1.3,14,0,0,2
Doug McDermott,IND,32,34,11,23,14.1,5.6,2,4.6,43.6,1.5,3.7,40.5,0.1,0.2,62.5,0.2,0.8,0.9,1,0.5,0.4,0,1,9,0,0,-4
Bruno Fernando,ATL,25,25,10,15,14.4,5.6,2.1,3.9,53.1,0,0,0,1.5,1.9,77.1,1.2,3.1,4.3,0.9,1.2,0.5,0.5,2.4,14.1,0,0,-4.3
Chimezie Metu,DET,27,26,12,14,17.1,5.6,2.1,4.2,50.9,0.5,1.4,35.1,0.9,1,92,0.7,2.8,3.5,0.9,1.1,0.9,0.3,1.3,14,0,0,-2.2
Tosan Evbuomwan,DET,23,10,1,9,21.7,5.6,2,3.8,52.6,0.7,1.6,43.8,0.9,1.3,69.2,1.2,2.3,3.5,1.1,0.4,0.5,0.2,1.4,13.2,0,0,-7.7
Vit Krejci,ATL,23,12,3,9,22.2,5.6,2,4.3,46.2,1.2,2.8,41.2,0.4,0.5,83.3,0.4,1.5,1.9,2.7,0.6,0.5,0.3,2,13.8,0,0,-1.8
Ashton Hagans,POR,24,7,3,4,20.3,5.6,1.9,4.6,40.6,0.6,1.6,36.4,1.3,1.3,100,0.7,2,2.7,3.7,2.3,1,0.6,2.6,16.8,0,0,3.6
Charles Bassey,SAS,23,9,2,7,14.2,5.6,2.6,3.2,79.3,0,0,0,0.4,0.4,100,1.1,3.3,4.4,1.4,0.6,0.7,1,2,17.5,0,0,-3.4
Aleksej Pokusevski,CHA,22,13,6,7,16.4,5.5,2,4.8,41.9,0.8,1.9,40,0.8,0.9,83.3,0.8,2.8,3.5,1.8,0.8,0.8,0.5,1.2,15.4,0,0,-2.8
Stanley Umude,DET,25,10,1,9,13.3,5.5,1.6,2.8,57.1,0.8,1.6,50,1.5,1.6,93.8,0.4,1.7,2.1,0.5,0.6,0.3,0.5,1.4,10.6,0,0,-3.8
Matisse Thybulle,POR,27,31,7,24,21.3,5.5,1.9,4.8,40.3,1.3,3.7,33.9,0.4,0.4,84.6,0.3,1.3,1.6,1.1,0.5,1.5,0.5,1.4,14.3,0,0,-3.4
Nicolas Batum,PHI,35,30,14,16,26,5.5,1.9,4.1,46,1.3,3.1,42.4,0.4,0.6,64.7,1.1,3,4.1,2.2,0.5,0.6,0.5,1.8,16.6,0,0,0.8
Anthony Black,ORL,20,33,13,20,18.6,5.5,2,3.9,50,0.7,1.5,45.8,0.8,1.4,59.6,0.5,1.8,2.3,1.1,1,0.5,0.2,1.7,10.9,0,0,-1.5
Matt Ryan,NOP,27,11,7,4,12.4,5.5,1.6,3.5,46.2,1.4,2.8,48.4,0.8,0.8,100,0,1.4,1.4,0.6,0.6,0.1,0,1.5,7.7,0,0,0
Kris Dunn,UTA,30,34,8,26,19.1,5.4,2.2,4.9,44,0.6,1.8,36.1,0.4,0.6,66.7,0.8,2.4,3.2,4,1.2,0.8,0.4,1.9,17.4,1,0,-1.4
Boban Marjanovic,HOU,35,5,3,2,7,5.4,2.2,3.2,68.8,0,0,0,1,1.8,55.6,0.2,2.6,2.8,0.4,0.6,0.2,0.2,0.4,10,0,0,1.8
Jevon Carter,CHI,28,35,17,18,14.6,5.4,2.1,5.5,38.3,1.2,3.5,33.6,0,0,0,0.2,0.7,0.9,1.4,0.6,0.5,0.3,1,10.4,1,0,0.3
Trey Jemison,MEM,24,10,2,8,22.4,5.4,2.4,4.9,49,0,0,0,0.6,0.8,75,2.4,2.8,5.2,1.4,1,0.2,1.3,2.2,17.2,0,0,-8.8
Ben Simmons,BKN,27,8,5,3,24.8,5.4,2.6,4.6,56.8,0,0,0,0.1,0.6,20,2.1,6.3,8.4,5,1.9,0.8,0.6,2.4,25.2,2,0,-3.6
Monte Morris,MIN,28,11,8,3,14.1,5.4,2.2,4.2,52.2,0.8,2,40.9,0.2,0.3,66.7,0.2,1.4,1.5,1.8,0.4,0.4,0.3,0.4,11.5,0,0,2.8
Robert Covington,PHI,33,14,9,5,16.7,5.4,1.8,3.4,53.2,0.9,1.9,48.1,0.9,1.1,75,0.9,2.4,3.2,0.8,0.5,1.4,0.6,2.4,15.7,0,0,1
Keon Johnson,BKN,22,3,0,3,8.7,5.3,1.3,3.3,40,0.3,1.7,20,2.3,2.7,87.5,0.3,1,1.3,0.7,1,0,0,0.7,6.9,0,0,-0.7
Shake Milton,NYK,27,27,14,13,13.4,5.3,2,4.6,43.5,0.6,1.5,37.5,0.8,1,77.8,0.4,1.5,2,1.5,0.7,0.3,0.1,1.4,10.5,0,0,-0.1
Taze Moore,POR,25,3,0,3,11.8,5.3,2.3,6,38.9,0.3,2.3,14.3,0.3,0.7,50,1.3,1.3,2.7,1.3,0.7,0.7,0,1.3,11.9,0,0,-9.7
Patrick Baldwin Jr.,WAS,21,16,3,13,16.1,5.3,1.9,4.8,39.5,1,2.8,35.6,0.6,0.8,75,0.6,3.7,4.3,0.8,0.5,0.8,0.4,1.4,14.7,1,0,-1.5
Jared Rhoden,DET,24,10,2,8,17,5.3,2.2,4.5,48.9,0.7,1.9,36.8,0.2,0.4,50,0.1,1.7,1.8,1.2,0.2,0.2,0.8,1.8,12.1,0,0,-1
Lester Quinones,GSW,23,19,14,5,13.2,5.3,1.7,4.2,41.8,1.1,2.7,39.2,0.7,1.1,70,0.6,1.6,2.3,1.4,0.5,0.2,0.1,1.2,10.5,0,0,1.1
Mouhamed Gueye,ATL,21,4,1,3,13.6,5.3,1.8,5,35,0.5,2,25,1.3,1.5,83.3,2,1.8,3.8,0.3,0.3,1,0.8,2.3,15.1,0,0,-9.3
Jae Crowder,MIL,33,27,10,17,22.2,5.2,1.9,5.3,36.1,0.9,3.3,26.7,0.4,0.7,66.7,0.5,2.6,3.1,1.1,0.5,0.9,0.2,1.7,13.3,0,0,-4
Mason Plumlee,LAC,34,24,17,7,13.9,5.2,1.9,3.2,59.2,0,0,0,1.4,2,69.4,1.4,3.5,4.9,0.7,0.5,0.4,0.3,1.5,13.6,1,0,1.9
Sasha Vezenkov,SAC,28,18,7,11,12.4,5.2,2.1,4.9,42,0.8,2.8,29.4,0.2,0.2,100,0.7,1.3,1.9,0.7,0.4,0.6,0.1,1,10.1,0,0,-1.3
Davion Mitchell,SAC,25,37,20,17,15.4,5.2,2,4.1,47.7,0.8,2.1,38.2,0.4,0.6,72.7,0.3,1.1,1.4,2.1,0.6,0.3,0.1,1.2,10.4,0,0,-1.2
Goga Bitadze,ORL,24,28,8,20,16.7,5.1,2.1,3.6,58.8,0,0.3,12.5,0.8,1.3,63.9,1.9,3.2,5.1,1.4,0.8,0.6,1.1,1.8,17.7,3,0,-1.8
Brandon Williams,DAL,24,8,4,4,7.4,5.1,1.9,4.3,44.1,0.3,1.3,20,1.1,1.4,81.8,0.3,0.6,0.9,1.5,0.5,0,0,0.3,7.9,0,0,-5.4
Justin Champagnie,WAS,22,8,1,7,13.4,5.1,2,5,40,0.8,3,25,0.4,0.6,60,0.5,1.9,2.4,1.3,0.5,0.6,1,1,14.2,0,0,-2.1
Mitchell Robinson,NYK,26,19,10,9,24.1,5.1,2.3,4,57.9,0,0,0,0.5,1.2,39.1,4.3,3.7,8,0.6,0.9,1.3,1.2,1.6,22,1,0,-0.6
Isaiah Livers,DET,25,11,0,11,22.3,5.1,1.9,5.5,35,0.7,3.1,23.5,0.5,1.1,50,0.8,1.5,2.3,0.8,0.5,0.7,0.3,2.2,11.5,0,0,-7.5
Armoni Brooks,BKN,25,6,1,5,10.9,5,1.8,4.5,40.7,1.3,3.2,42.1,0,0,0,0.7,1,1.7,0.5,0.2,0,0.2,0.2,8.1,0,0,7.2
Cam Reddish,LAL,24,21,9,12,20,5,1.8,4.8,36.6,0.7,2.1,33.3,0.8,1,72.7,0.7,1.5,2.2,1.2,0.5,0.9,0.4,1,13,0,0,-1.4
D.J. Wilson,PHI,28,2,1,1,7.7,5,2,3,66.7,1,1,100,0,0,0,0.5,0.5,1,1,0,0,1,0.5,10.7,0,0,1
Moussa Diabate,LAC,22,4,1,3,6.7,5,1.5,2.3,66.7,0,0,0,2,2.5,80,2,0.8,2.8,0,0,0.3,0,0.8,9.1,0,0,1.3
Kris Murray,POR,23,32,5,27,19.5,5,2,5.5,36.7,0.5,2.5,21.3,0.4,0.5,70.6,1.3,1.9,3.2,1,0.7,0.8,0.3,1.3,13.1,0,0,-4.1
Dean Wade,CLE,27,28,17,11,20.1,5,1.6,4.1,39.5,1.4,3.6,37.3,0.4,0.5,73.3,0.7,3.1,3.9,0.5,0.3,0.8,0.5,1.8,13.9,0,0,3.6
Dominick Barlow,SAS,20,17,3,14,13.2,4.9,1.9,4,47.1,0.1,0.4,28.6,1.1,1.4,75,1.6,2.1,3.7,0.9,0.2,0.3,0.3,1.5,12.2,0,0,-2.3
Josh Okogie,PHX,25,30,18,12,16,4.9,1.7,3.6,46.8,0.6,1.5,38.6,0.9,1.3,69.2,1.5,1.5,3,1,0.6,0.8,0.3,1,12.7,0,0,-1.1
Udoka Azubuike,PHX,24,6,4,2,12,4.8,2.2,2.8,76.5,0,0,0,0.5,1.5,33.3,1.8,2.3,4.2,0.5,0.3,0,0.5,2.5,11.8,1,0,-1.8
Eugene Omoruyi,WAS,27,26,3,23,8.6,4.8,1.9,3.8,51,0.3,1,34.6,0.6,1,61.5,0.5,0.9,1.4,0.8,0.6,0.6,0,1.5,9,0,0,-2.8
Kevon Looney,GSW,28,37,22,15,16.5,4.8,2.1,3.3,62.8,0,0,0,0.7,1.2,58.1,1.6,3.9,5.6,1.9,0.8,0.5,0.6,2.2,16.7,0,0,2.4
