Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Ivica Zubac,LAC,27,34,21,13,26.3,12.5,5.4,7.7,69.2,0,0,0,1.8,2.6,67.8,2.9,6.4,9.4,1.3,1.2,0.3,1.1,2.6,28.8,12,0,2.5
Tyus Jones,WAS,27,30,4,26,29.2,12.5,5.1,10.2,50.2,1.6,4,40.8,0.6,0.7,81.8,0.3,2.6,3,7.3,1.1,0.9,0.3,0.8,29.4,4,1,-9.5
Jeremy Sochan,SAS,20,37,10,27,29.9,12.3,4.8,10.8,44.4,1,3.4,29.8,1.8,2.3,77.4,2.2,5.1,7.2,3.5,2.1,0.9,0.5,2.3,28.5,6,0,-2.8
Dillon Brooks,HOU,28,35,24,11,30.3,12.3,4.3,10.1,42.9,1.9,4.8,38.7,1.7,2,85.9,0.6,3,3.6,1.8,1.1,0.8,0.1,3.2,20.7,0,0,3.3
Marvin Bagley III,WAS,25,24,3,21,21.5,12.1,4.9,8.3,58.8,0.3,0.7,41.2,2.1,2.7,76.9,2.3,4.2,6.5,0.8,1,0.3,0.5,2,22.8,5,0,-0.5
Jaime Jaquez Jr.,MIA,23,37,21,16,27.4,12,4.6,9.4,48.7,0.7,2.5,27.7,2.2,2.7,81.8,1.1,3,4.1,2.6,1.5,0.9,0.4,2.2,23.1,1,0,3.6
Harrison Barnes,SAC,31,41,24,17,29.2,12,4.3,8.8,48.3,1.8,4.3,41.7,1.7,2.1,81.4,1,2.3,3.3,1.4,0.6,0.7,0.1,1.3,20,0,0,-0.3
Ayo Dosunmu,CHI,24,39,20,19,28.9,12,4.7,9.7,48.4,1.5,4.1,36.7,1.1,1.3,80.4,0.9,2.3,3.2,3.3,1.5,0.9,0.4,2,22.9,1,0,-1
Aaron Nesmith,IND,24,35,22,13,27.4,12,4.3,8.3,51.4,1.8,4.1,44.1,1.6,1.9,80.9,0.8,2.9,3.7,1.5,1,1.1,0.7,3.1,23.1,0,0,2.6
Max Strus,CLE,28,35,23,12,31.5,12,4.3,10.6,40.7,2.5,6.9,36,0.9,1.1,76.9,0.8,3.9,4.7,3.9,1.6,0.9,0.5,2.4,25.8,3,1,3.4
Jusuf Nurkic,PHX,29,39,25,14,27.7,11.9,4.6,9.1,50.4,0.4,1.5,27.1,2.3,3.6,65.5,3.1,8.5,11.6,3.7,2.4,0.9,1.1,3.5,34.7,17,0,5.4
Jrue Holiday,BOS,33,35,31,4,31.6,11.9,4.7,9.3,50.3,1.8,4,46,0.7,0.8,86.2,1.1,4,5.1,4.3,1.6,0.8,0.7,1.4,27.5,2,0,8.8
Nic Claxton,BKN,25,35,18,17,30.2,11.7,5.1,8.3,61.6,0,0.1,0,1.5,2.7,54.3,2.7,7.3,10,2.1,1.4,0.7,2.4,2.3,34.7,15,0,-0.5
Cole Anthony,ORL,23,41,29,12,21.7,11.7,4.1,9.3,44.5,1.2,3.3,37.5,2.1,2.6,83,0.9,3.1,4,2.9,1.6,0.7,0.5,2.3,22.6,2,0,2.9
Zach Collins,SAS,26,33,10,23,22.1,11.7,4.2,8.6,49.3,0.8,2.5,31.7,2.4,3,80.6,1.8,3.5,5.3,2.8,1.8,0.6,0.7,3.1,24.4,3,0,-3.7
Luguentz Dort,OKC,25,39,31,8,28.4,11.6,3.9,8.7,45.6,2.2,5.2,41.7,1.5,1.7,86.8,0.9,2.6,3.5,1.5,0.8,0.9,0.8,2.7,22.3,0,0,9
Payton Pritchard,BOS,26,41,37,4,22.6,11.5,4.4,8.4,52.3,2.1,4.9,44.2,0.6,0.6,92,0.9,2.4,3.3,3.5,0.9,0.5,0.1,1.5,21.8,2,0,7.3
Eric Gordon,PHX,35,31,20,11,28,11.5,4.3,8.8,48.5,2.2,5.4,41.1,0.8,1,77.4,0.1,1.6,1.7,2.2,1.3,1,0.4,1.1,19.8,0,0,5.6
Jake LaRavia,MEM,22,18,2,16,22.5,11.5,3.6,8.7,41.7,1.6,4.5,34.6,2.7,3.1,87.5,1.4,1.8,3.3,1.6,1.3,1,0.3,2.1,20.6,0,0,-2.1
Maozinha Pereira,MEM,23,3,1,2,22.7,11.3,4.3,7,61.9,1.3,2.7,50,1.3,1.7,80,1.3,5.7,7,0.3,1,0.7,0.3,1.3,22.2,1,0,5.3
Clint Capela,ATL,29,37,19,18,25.5,11.3,5,8.4,60.2,0,0,0,1.3,2.1,61.8,4.4,5.9,10.3,1.1,0.8,0.5,1.5,2.1,30.5,19,0,0.9
Herbert Jones,NOP,25,38,20,18,30.6,11.3,4,8,50.2,1.4,3.6,39.7,1.8,2.1,89.7,0.8,2.8,3.6,2.7,1.1,1.7,0.9,3,26.2,0,0,2.9
Santi Aldama,MEM,23,30,8,22,27.3,11.3,4.3,9.8,43.5,2,5.4,36.2,0.8,1.5,54.5,1.3,4.5,5.8,2.2,1,0.7,0.7,1.7,24.6,2,0,-4.4
Mike Conley,MIN,36,39,29,10,28.5,11.2,3.8,8.5,44.9,2.4,5.4,43.8,1.2,1.3,88.5,0.5,2.3,2.8,6.2,1.3,1.5,0.2,1.9,27.6,2,0,5.1
Jakob Poeltl,TOR,28,26,12,14,26.3,11.1,4.9,7.5,65.1,0,0,0,1.3,2.6,52.2,3.1,5.3,8.3,2.5,1.5,0.8,1.8,2.8,31.2,11,0,0.2
Kentavious Caldwell-Pope,DEN,31,38,32,6,31.7,11.1,3.8,7.6,50.5,2,4.4,45.2,1.4,1.6,91.7,0.3,1.9,2.3,2.5,1,1.1,0.5,2.1,21.5,0,0,10.1
Luke Kennard,MEM,27,19,5,14,25.5,11.1,3.5,7.9,44.7,2.7,6.3,42.9,1.4,1.5,92.9,0.4,2.5,2.9,3.3,1.2,0.5,0.1,1.3,20,0,0,-4.7
Tari Eason,HOU,22,12,9,3,21.8,11.1,4.6,9.8,47,1.3,3.1,43.2,0.6,1.1,53.8,2.5,5.1,7.6,1.6,1,1.6,0.8,2.2,28.6,3,0,7
Isaiah Stewart,DET,22,28,6,22,31.2,11.1,4,8.1,49.3,1.5,3.9,37.6,1.6,2.1,77.6,1.3,5.1,6.5,1.6,1.4,0.4,0.9,2,23.6,2,0,-0.9
Josh Hart,NYK,29,40,26,14,34.5,11,4.3,9.4,45.6,1.1,3.5,32.6,1.4,1.9,73,1.7,7.3,8.9,4.4,1.7,0.9,0.3,2,30.2,11,4,3.4
Russell Westbrook,LAC,35,34,24,10,21,11,4.4,9.1,48.1,0.7,2.3,29.9,1.6,2.4,66.7,1.2,3.8,4.9,4.1,1.9,0.9,0.4,1.7,25.3,3,0,3.8
Tre Jones,SAS,24,37,11,26,29.2,10.9,4.3,8.4,51,1,2.7,37,1.4,1.6,85,0.9,3,3.9,6.2,1.4,0.9,0.1,1.3,26.6,2,0,0.9
Mark Williams,CHA,22,11,4,7,26.7,10.9,4.5,6.7,66.2,0,0,0,2,3,66.7,3.5,5.9,9.4,1.1,0.8,0.6,1.1,3.1,28.1,4,0,0.6
Grant Williams,CHA,25,40,18,22,27.8,10.9,3.9,8,48.8,1.8,4.3,41,1.3,1.8,74.3,1.1,3.3,4.4,2.6,1.4,0.6,0.4,3.1,21.4,1,0,-2.4
Josh Richardson,MIA,30,24,12,12,25.1,10.9,4,7.8,51.6,1.7,4.3,40.2,1.2,1.3,90.3,0.3,2.3,2.7,2.3,0.8,0.5,0.2,1.8,18.9,0,0,-1.9
Moritz Wagner,ORL,26,41,29,12,17.2,10.9,4.1,7.1,57.6,0.4,1.5,28.6,2.3,2.8,80.9,1.6,2.9,4.5,1.1,1.3,0.5,0.2,1.9,18.6,2,0,1.4
Talen Horton-Tucker,UTA,23,25,11,14,20.8,10.8,4.1,9.3,43.8,1.5,4,38,1.1,1.4,82.4,0.3,2.1,2.4,4,1.4,1,0.4,2,22.5,0,0,-0.6
Daniel Gafford,DAL,25,37,14,23,24.7,10.8,4.6,6.7,69,0,0,0,1.5,2.2,69.5,2.8,5.2,7.9,1.5,1,0.9,2,3.2,30.3,8,0,-3.3
Bruce Brown,TOR,27,37,15,22,27.5,10.8,4.1,8.4,48.7,0.9,2.7,34.7,1.6,1.9,87.1,0.6,3.7,4.3,2.9,1.5,0.9,0.1,2.4,22,0,0,-1.6
Kevin Huerter,SAC,25,32,19,13,24.4,10.8,4,8.6,46.4,2.1,5.3,38.6,0.8,0.9,82.8,0.5,2.8,3.3,2.5,0.8,0.6,0.4,2.2,20.8,0,0,3.2
Wendell Carter Jr.,ORL,25,26,17,9,25.6,10.7,4.1,7.9,52.2,0.8,2.8,27,1.7,2.4,69.8,1.9,5.3,7.3,1.7,1.3,0.9,0.6,1.9,25.1,4,0,5.9
Malik Beasley,MIL,27,39,28,11,30.2,10.6,3.8,8.7,43.8,2.6,6.5,40.9,0.4,0.5,66.7,0.7,3.2,3.9,1.5,0.6,0.9,0.1,2.1,20,0,0,4.1
Bones Hyland,LAC,23,15,8,7,17.2,10.6,3.9,9.3,42.1,2.1,5.2,39.7,0.7,0.9,76.9,0,1.4,1.4,2.9,1.5,0.8,0.1,1.5,17.9,0,0,-3
Kelly Olynyk,TOR,33,40,19,21,22.8,10.6,3.7,6.7,56,0.8,1.9,40,2.4,2.7,88,1.6,3.8,5.5,4.5,2,1.1,0.4,3,26.6,5,0,-1.6
Alex Caruso,CHI,30,37,17,20,28.7,10.6,3.6,7.7,46.9,2,4.7,43.1,1.3,1.8,73.8,1.1,3,4.1,3.3,1.6,1.6,0.9,2.4,26.4,1,0,0.4
Spencer Dinwiddie,LAL,31,41,22,19,29.1,10.5,3.3,8.2,39.9,1.6,4.8,33.5,2.3,2.8,82.6,0.3,2.3,2.6,4.4,1.1,0.7,0.2,1.6,22,1,0,2.7
Georges Niang,CLE,30,41,26,15,22.6,10.4,3.9,8.4,45.9,2.1,5.5,38.8,0.6,0.7,85.2,0.3,3,3.3,1.3,0.9,0.3,0.3,2.4,17.3,0,0,3.1
Jalen Smith,IND,24,34,22,12,17.6,10.4,4,6.6,61.4,1.1,2.5,44,1.3,1.8,71.7,1.9,3.8,5.7,1.1,0.9,0.3,0.7,2.4,20.9,4,0,1.9
Reggie Jackson,DEN,34,41,33,8,21.8,10.3,4,9.5,41.8,1.3,3.6,35.6,1.1,1.3,81.8,0.5,1.6,2.1,3.6,1.2,0.5,0.1,2,19.1,1,0,5
Jaden McDaniels,MIN,23,35,25,10,29.2,10.3,4.1,8.2,49.7,1.5,3.7,38.9,0.7,1.2,61,0.7,2.3,3,1.5,1.7,0.9,0.8,2.9,19.4,0,0,2.7
Gordon Hayward,OKC,34,26,15,11,25.9,10,3.7,7.8,48,0.8,1.8,44.7,1.8,2.4,73,0.7,3.3,4,3.2,1.4,1,0.2,1.5,21.9,0,0,0.3
Onyeka Okongwu,ATL,23,28,13,15,25.5,10,3.9,6.6,58.9,0.3,0.9,29.2,2,2.3,85.9,2.9,3.9,6.8,1.3,0.9,0.4,1,3,23.5,5,0,0
RaiQuan Gray,SAS,24,1,1,0,22.6,10,5,9,55.6,0,2,0,0,0,0,2,3,5,4,0,0,1,0,25,0,0,15
Caleb Martin,MIA,28,36,19,17,26.6,9.9,3.7,8.6,43.2,1.4,3.6,38.8,1.1,1.4,78.8,1.3,3,4.3,2.3,1.1,0.7,0.4,1.9,20.7,1,0,0.4
Simone Fontecchio,DET,28,31,19,12,25.5,9.8,3.5,8.2,43.5,1.7,4.7,35.4,1,1.3,79.5,1,2.9,3.9,1.7,1.1,0.7,0.4,1.9,19.2,0,0,4
Isaac Okoro,CLE,23,37,23,14,27.5,9.7,3.5,7.1,50.2,1.4,3.1,44,1.3,2,64.4,1.3,2.1,3.4,2,0.7,0.8,0.5,1.7,19.8,0,0,1.8
Derrick Jones Jr.,DAL,27,37,22,15,25.6,9.7,3.6,7,50.8,1.3,3.2,39.2,1.3,1.8,70.6,1.3,2.4,3.7,1,1,0.6,0.7,1.8,18.7,2,0,1.6
Chris Paul,GSW,38,29,15,14,27.7,9.7,3.7,8,45.9,1.6,3.8,40.9,0.8,1,82.1,0.3,3.6,3.9,7.6,1.3,1.1,0.1,1.9,28.3,3,0,1.5
Ausar Thompson,DET,21,31,5,26,24.5,9.6,4.2,7.7,54,0.4,1.9,20.7,0.9,1.6,59.2,2.1,3.9,6,1.5,1.1,1.3,1,2.6,24.6,1,0,-3.5
Royce O'Neale,PHX,30,40,21,19,26,9.6,3.3,7.6,43,2.7,6.2,43,0.4,0.5,76.2,0.8,4.8,5.6,3,0.9,0.9,0.9,2.4,25.2,3,0,5.7
Andrew Nembhard,IND,24,34,23,11,24.7,9.6,4.1,7.9,52.4,1,2.5,38.8,0.4,0.5,82.4,0.7,1.5,2.2,4.1,1.6,0.9,0.1,2.1,19.9,1,0,3.6
Vince Williams Jr.,MEM,23,26,7,19,27.4,9.6,3.1,6.9,44.7,1.3,4,34,2.1,2.8,76.4,1,4.5,5.5,3.7,2.2,0.9,0.7,2.5,24.2,2,0,-3.8
Alec Burks,NYK,32,35,10,25,17.5,9.6,3,8.6,34.7,1.7,5,34.7,1.9,2.2,87,0.3,1.7,2,1.2,0.7,0.5,0.2,0.8,15.1,0,0,-3.9
T.J. McConnell,IND,32,35,21,14,17.4,9.6,4.3,7.7,56.3,0.3,0.6,50,0.7,0.8,79.3,0.5,2.2,2.8,5.3,1.2,1.1,0.1,1.2,23.2,2,0,3
Obi Toppin,IND,26,41,26,15,21.1,9.6,3.7,7,53.3,1.1,3.1,36.4,1,1.1,83,1,3,4,1.6,0.8,0.6,0.5,1.6,19.2,1,0,3.2
De'Anthony Melton,PHI,25,20,15,5,25.4,9.5,3.2,8.5,37.6,1.8,4.9,36.1,1.4,1.7,81.8,0.8,2.6,3.4,3.2,0.9,1.4,0.2,2.1,22.1,0,0,6.1
Jabari Walker,POR,21,36,9,27,23,9.4,3.4,7,48.6,0.7,1.8,38.1,1.9,2.6,73.1,2.2,4.4,6.6,0.9,0.8,0.6,0.3,2.3,20.7,4,0,-4
Patrick Williams,CHI,22,23,13,10,26.6,9.3,3.6,8.3,43.7,1.1,3.3,34.7,1,1.3,74.2,0.9,2.5,3.4,1.5,1.3,1.1,0.7,1.8,20,0,0,0.6
Andre Drummond,CHI,30,41,20,21,17.8,9.3,3.8,6.4,58.8,0,0,0,1.8,2.9,62.7,3.6,6.2,9.8,0.6,1.3,1.1,0.8,1.8,26.3,12,0,2.6
Brandin Podziemski,GSW,21,39,20,19,26.2,9.3,3.6,7.8,45.4,1.5,3.5,42,0.6,1.1,58.1,1.5,4.4,5.9,3.6,1.3,0.6,0.2,1.4,22.8,2,0,1.8
Duop Reath,POR,27,33,9,24,17.1,9.2,3.4,7.5,44.9,1.3,3.5,36.2,1.2,1.5,83.3,1.6,2.2,3.8,0.8,0.8,0.4,0.5,2.3,17.1,0,0,-0.8
Dalano Banton,POR,24,31,14,17,17.6,9.1,3.2,8.1,39.2,1,3.3,30.1,1.8,2.3,76.4,0.6,2.2,2.8,1.8,1,0.4,0.3,1.1,16.3,1,0,-3
Nick Richards,CHA,26,33,7,26,25.3,9.1,3.5,5,69.5,0,0,0,2.2,2.9,75.8,2.1,5.1,7.2,0.8,1.2,0.3,1,2.7,21.7,6,0,-4
Sam Hauser,BOS,26,39,35,4,22.7,8.9,3.1,7.3,42.3,2.4,5.9,41.1,0.3,0.4,85.7,0.5,3.2,3.7,1.2,0.5,0.4,0.3,1.3,16.8,0,0,9.1
Terance Mann,LAC,27,38,22,16,24.3,8.9,3.4,6.4,53.3,0.9,2.6,34.7,1.2,1.4,84.6,1,2,3.1,1.6,0.6,0.6,0.2,1.9,16.9,0,0,-0.9
Dorian Finney-Smith,BKN,30,32,17,15,29.7,8.9,3.3,7.6,43,1.9,5.2,37.3,0.4,0.7,63.6,1.7,2.9,4.6,1.9,0.9,0.8,0.6,2,20.3,0,0,2.6
Al Horford,BOS,37,32,28,4,26.1,8.8,3.3,6.3,52.5,1.7,4,43.3,0.4,0.5,87.5,1.2,5.2,6.4,2.6,0.8,0.7,0.9,1.3,24.5,1,0,10.4
Lonnie Walker IV,BKN,25,30,15,15,16.3,8.7,3.1,7.7,40.4,1.8,4.5,39.3,0.7,0.9,78.6,0.1,1.6,1.7,1,1,0.6,0.2,1.1,13.9,0,0,-0.1
Miles McBride,NYK,23,34,22,12,20.5,8.7,3.2,7.5,42.5,1.6,4.2,37.8,0.7,0.9,86.2,0.6,1.1,1.6,1.7,0.5,0.8,0.1,1.6,15.5,0,0,-1.2
Brandon Clarke,MEM,27,3,0,3,23.8,8.7,4.3,9.3,46.4,0,1,0,0,1,0,2,2.7,4.7,1,0.7,1,0.3,1,19.1,0,0,-6
Ziaire Williams,MEM,22,25,7,18,20.8,8.6,3.2,7.4,43,1.2,3.5,35.6,1,1.3,75,0.8,2.9,3.6,1.4,1.3,0.8,0.1,1.4,16.4,0,0,-4.4
Dario Saric,GSW,30,35,19,16,17.4,8.6,3.1,6.5,47.6,1.2,3.1,39.8,1.2,1.3,91.1,1.1,3.3,4.5,2.3,1.3,0.5,0.2,1.8,18.2,1,0,-0.7
Kevin Love,MIA,35,28,15,13,17.5,8.6,2.7,6.8,40.2,1.6,4.8,34.6,1.5,1.8,85.7,1,5.5,6.5,2.5,0.9,0.4,0.2,1.8,21,4,0,1.5
David Duke Jr.,SAS,24,2,2,0,15.1,8.5,3.5,4.5,77.8,1,1.5,66.7,0.5,0.5,100,0.5,1,1.5,0,1,0.5,0,1.5,10.8,0,0,6
Sam Merrill,CLE,27,30,19,11,18.2,8.5,2.8,6.8,41.2,2.5,6.1,41.8,0.4,0.4,91.7,0.5,1.6,2.1,1.8,0.2,0.4,0.1,1.3,14.9,0,0,1.8
Tristan Vukcevic,WAS,21,8,2,6,15.1,8.5,2.9,6.5,44.2,0.9,3.4,25.9,1.9,2.5,75,0.4,2.6,3,1.1,0.9,0.6,0.5,2.8,16.3,0,0,4
Gradey Dick,TOR,20,30,10,20,21.4,8.5,3.1,7.3,41.8,1.4,4.1,35,0.9,1,87.1,0.5,1.5,2,0.9,0.9,0.6,0,1.7,13.1,0,0,-7.2
Precious Achiuwa,NYK,24,44,26,18,23.6,8.4,3.5,7.1,49.7,0.3,1.4,22.2,1,1.5,64.7,2.8,4.3,7,1.3,1.1,0.7,1.1,1.8,23.1,5,0,-0.4
Dereck Lively II,DAL,20,26,16,10,25.1,8.4,3.9,5.4,72.1,0,0,0,0.6,1.5,42.1,2.8,3.8,6.6,1,1,0.5,1.7,2.8,23.4,3,0,1.9
Amen Thompson,HOU,21,31,18,13,21.5,8.4,3.4,6.7,50.5,0.1,0.9,10.3,1.5,2.2,67.6,2.1,4.2,6.3,2.3,1.2,1.3,0.5,2.4,23.3,3,0,2
Dante Exum,DAL,28,24,15,9,20.3,8.3,3,5.3,55.5,1,2,52.1,1.4,1.8,76.7,0.4,2.8,3.2,2.9,0.9,0.6,0.1,1.3,17.7,0,0,3.8
Malaki Branham,SAS,20,35,8,27,21.2,8.3,3.3,7.7,42.9,0.9,3.2,29.2,0.8,0.9,84.4,0.3,1.7,2,2.4,1.2,0.3,0.2,1,14.7,0,0,-4
Draymond Green,GSW,34,24,12,12,27.2,8.3,3.2,6.9,46.7,0.9,2.5,37.3,0.9,1.2,75.9,1.6,5.7,7.3,6.3,2.3,1.1,1,3,30.2,5,1,3
Trayce Jackson-Davis,GSW,24,34,18,16,17,8.2,3.8,5,74.9,0,0,0,0.7,1.6,42.6,1.9,3.5,5.4,1.1,0.9,0.3,1.1,1.6,19.9,5,0,0.6
Landry Shamet,WAS,27,22,1,21,16.2,8.2,3,6.9,42.8,1.1,3.8,28.6,1.2,1.2,96.3,0.3,1,1.3,1.4,0.5,0.5,0.3,1.6,13.7,0,0,-2.9
Tre Mann,CHA,23,24,14,10,21.1,8.2,3.2,6.6,48.1,0.9,2.8,32.8,0.9,1.1,84.6,0.4,3,3.4,3.8,1.5,1,0.1,0.9,19.6,0,0,-3.7
Jordan Hawkins,NOP,21,33,18,15,17.4,8.1,2.6,7,37.4,1.8,4.8,37.6,1.1,1.3,84.1,0.4,1.6,2.1,1.1,0.5,0.2,0.2,1,12.8,0,0,-1.3
Cody Martin,CHA,28,12,4,8,26.9,8.1,3.3,7.8,43,1,2.4,41.4,0.4,0.8,50,0.3,3.8,4.2,3.9,2,0.7,0.7,1.9,21,0,0,0
Taurean Prince,LAL,30,39,25,14,25.8,8.1,2.9,7.2,40.9,1.6,4.6,35.4,0.6,0.9,67.6,0.3,2.7,3,1.4,0.8,0.7,0.4,1.8,16.4,0,0,-1
Isaiah Joe,OKC,24,38,30,8,18.2,8,2.9,6.1,46.8,1.8,4.3,41.8,0.5,0.5,90,0.4,1.9,2.2,1.2,0.6,0.5,0.3,1.3,14.3,0,0,6.2
Derrick Rose,MEM,35,15,3,12,16.7,8,3.3,7.3,45.9,0.5,1.7,30.8,0.8,0.9,85.7,0.3,1.5,1.9,3.4,1,0.2,0,0.8,14.9,0,0,-2.6
Lamar Stevens,MEM,26,20,12,8,15,8,3.3,6.9,47.1,0.4,1.3,32,1.1,1.5,75.9,0.9,2.8,3.7,0.7,0.7,0.8,0.7,1.2,17,0,0,0.6
Kyle Lowry,PHI,38,27,17,10,28,8,2.7,5.6,48,1.5,3.6,41.7,1.1,1.4,83.8,0.6,2.7,3.3,4.1,1.3,1,0.4,2.5,21,1,0,2.1
Josh Green,DAL,23,30,17,13,27,7.9,3.1,6.6,47,1.1,3.2,35.4,0.6,1.1,56.3,0.7,2.9,3.6,2.4,1.3,0.9,0.3,2.2,18.1,0,0,-1.2
Moses Moody,GSW,21,33,17,16,16.7,7.9,2.9,6.5,44.9,1,3.1,32.7,1.1,1.3,83.7,1.1,1.8,2.9,0.5,0.6,0.6,0.4,1.3,14.4,0,0,0.2
Javon Freeman-Liberty,TOR,24,12,2,10,18.2,7.8,2.9,6.3,46.1,0.4,1.8,23.8,1.6,1.8,86.4,0.9,2.8,3.8,1.2,0.7,0.5,0,1.3,14.9,0,0,-9.4
Trey Jemison,MEM,24,15,3,12,23.3,7.8,3.4,5.8,58.6,0,0,0,1,1.1,88.2,2.7,2.8,5.5,0.9,1.6,0.7,1,3.1,19.1,1,0,-1.5
Bilal Coulibaly,WAS,19,29,4,25,25.6,7.8,2.8,6.1,46.6,0.8,2.5,31.9,1.3,1.7,77.6,0.8,2.7,3.5,1.6,1.6,0.6,0.8,1.9,17,0,0,-7.9
Walker Kessler,UTA,22,34,18,16,22.6,7.7,3.5,5.2,67,0,0.2,14.3,0.8,1.4,56.5,2.4,5.1,7.6,0.9,1,0.4,2.4,2.2,25.7,3,0,0
Jonathan Isaac,ORL,26,28,20,8,15.8,7.7,2.9,5.5,52.3,0.9,2.3,38.5,1,1.4,72.5,1.4,3.1,4.5,0.6,0.6,0.6,1.3,1.4,19.2,0,0,4.4
Cedi Osman,SAS,29,35,10,25,19,7.6,2.9,5.8,49.3,1.5,3.5,42.3,0.4,0.7,62.5,0.3,1.8,2.1,1.5,0.7,0.6,0.3,1.8,14.3,0,0,-4.5
Zavier Simpson,MEM,27,5,1,4,25.6,7.6,3,9.6,31.3,1,3.2,31.3,0.6,0.8,75,0.4,1.8,2.2,3.4,1.6,1,0.6,1,18.5,0,0,-6.8
Toumani Camara,POR,23,37,11,26,24.5,7.6,2.9,6.3,46.1,0.8,2.4,34.8,1,1.2,80,2.2,2.8,5,1.6,1.1,0.8,0.2,2.2,18.1,2,0,-2.1
Noah Clowney,BKN,19,12,7,5,17.2,7.6,2.8,4.6,61.8,0.6,1.3,46.7,1.3,1.8,76.2,1.4,2.8,4.3,0.6,0.6,0.3,1.1,1.3,17,1,0,-3.8
Isaiah Hartenstein,NYK,25,37,25,12,25.5,7.5,3,4.8,63.3,0,0,0,1.5,2,73.3,3.7,5.1,8.8,2.6,1.1,1.2,1.1,3,27.6,5,0,6.1
Peyton Watson,DEN,21,40,32,8,19.3,7.5,2.9,5.9,49.6,0.7,2.1,33.3,1,1.5,70.7,0.8,2.8,3.6,1.3,0.7,0.6,1.2,1.9,18.6,0,0,1.2
Jahmi'us Ramsey,TOR,22,4,0,4,16.2,7.5,3,5.8,52.2,0.8,2.5,30,0.8,1,75,0.5,2,2.5,1.3,1,1,0,1.5,14.4,0,0,-8.5
Keon Johnson,BKN,22,2,0,2,17.6,7.5,2,5.5,36.4,1.5,2.5,60,2,2,100,1,0.5,1.5,0.5,1,1.5,0.5,1.5,15.1,0,0,-11.5
Jae Crowder,MIL,33,23,15,8,24.1,7.5,2.7,5.5,49.2,1.5,3.3,44.7,0.6,0.8,77.8,0.8,2.6,3.4,1.5,0.4,0.6,0.2,1.2,15.8,0,0,1.7
Marcus Sasser,DET,23,34,6,28,18.1,7.5,2.9,6.7,43.4,1.2,3.3,36.6,0.4,0.4,100,0.1,1.6,1.7,3.1,1.2,0.5,0.2,1.5,15.1,0,0,-4.4
Day'Ron Sharpe,BKN,22,29,15,14,16.3,7.4,2.9,5.1,57.4,0.1,0.3,37.5,1.5,2.2,66.2,2.8,3.7,6.5,1.6,1,0.4,0.8,2.3,20.2,4,0,1.7
Chimezie Metu,DET,27,25,12,13,16.6,7.4,2.7,5.4,50,0.6,2.3,26.3,1.4,1.6,89.7,0.9,3.2,4.1,0.9,1,0.8,0.3,1.5,15.8,1,0,-2.1
Vasilije Micic,CHA,30,30,19,11,20,7.4,2.8,6.7,41.1,0.7,3,24.7,1.2,1.5,76.1,0.3,1.4,1.7,5.1,1.7,0.5,0.1,1.4,17.4,4,0,0.5
Trey Lyles,SAC,28,29,17,12,18.9,7.4,2.5,5.6,44.7,1.5,3.8,40.4,0.9,1.3,71.1,1.2,3,4.2,1.3,0.6,0.1,0.4,1.4,15.4,0,0,2.3
Jaden Hardy,DAL,21,37,23,14,13.8,7.4,2.6,6.3,41.6,1.1,3.1,37.2,1,1.3,75.5,0.4,1.9,2.2,1.7,0.7,0.3,0.1,1.2,12.9,0,0,-0.3
Nickeil Alexander-Walker,MIN,25,41,30,11,22.9,7.3,2.7,6.7,40.4,1.5,4.3,35.2,0.4,0.5,77.3,0.3,1.7,2,2.4,1,0.9,0.6,1.7,16.7,0,0,4.5
Johnny Juzang,UTA,23,9,4,5,20.3,7.3,2.8,6,46.3,1.4,3.8,38.2,0.3,0.3,100,0.6,2,2.6,1.2,1,0,0.1,1.4,11.6,0,0,-0.3
Thomas Bryant,MIA,26,18,11,7,12.4,7.3,2.8,4.2,67.1,0.2,0.7,25,1.5,1.8,84.4,1.5,3,4.5,0.7,0.6,0.3,0.5,1.4,15.5,2,0,0.4
Nikola Jovic,MIA,20,20,11,9,20.3,7.3,2.7,6.6,40.5,1.3,3.7,35.1,0.7,1,68.4,0.7,3,3.7,2.5,1,0.9,0.3,1.8,17.8,0,0,3.1
Kris Murray,POR,23,30,7,23,24.1,7.2,2.7,6.3,42.3,1.1,3.4,31.1,0.8,1.3,64.1,1.5,2.6,4,1.6,1.1,0.9,0.4,1.7,17,1,0,-1.1
Paul Reed,PHI,24,41,25,16,18.2,7.2,3.2,5.9,53.5,0.2,0.6,29.2,0.7,0.9,75.7,2.7,3.6,6.3,1.2,0.6,0.6,1,2.2,20.7,5,0,1.4
Quentin Grimes,DET,23,26,19,7,19.6,7.2,2.4,6.4,37.3,1.4,4.4,32.2,1,1.3,78.8,0.3,1.8,2.2,1.3,0.6,0.7,0.1,1.2,13.5,0,0,-1.5
Markelle Fultz,ORL,25,23,17,6,19.7,7.2,3.3,7,46.6,0.1,0.3,37.5,0.5,0.8,66.7,1.5,1.8,3.3,2.7,1.1,1,0.3,1.4,17.9,0,0,3
